,ASV,unique_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Class_bold,Order_bold,Family_bold,Genus_bold,Species_bold,ID_bold,ID_level,BLAST_unique_ID,blast_Domain,blast_Phylum,blast_Class,blast_Order,blast_Family,blast_Genus,blast_Species
486,ASV_981,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
528,ASV_1104,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
529,ASV_1195,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
513,ASV_318,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
514,ASV_346,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
515,ASV_417,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
510,ASV_48,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
516,ASV_609,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
517,ASV_643,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
518,ASV_690,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
519,ASV_725,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
520,ASV_730,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
521,ASV_789,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
522,ASV_817,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
523,ASV_818,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
524,ASV_851,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
525,ASV_893,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
511,ASV_98,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
526,ASV_985,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
527,ASV_989,Eukaryota,Eukaryota,Chordata,Mammalia,Rodentia,,,,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Mus musculus,Order,,,,,,,,
71,ASV_1133,Sarcoptiformes,Eukaryota,Arthropoda,Arachnida,Sarcoptiformes,,,,,,,,,,Order,,,,,,,,
73,ASV_1363,Sarcoptiformes,Eukaryota,Arthropoda,Arachnida,Sarcoptiformes,,,,,,,,,,Order,,,,,,,,
72,ASV_1482,Sarcoptiformes,Eukaryota,Arthropoda,Arachnida,Sarcoptiformes,,,,,,,,,,Order,,,,,,,,
68,ASV_1510,Sarcoptiformes,Eukaryota,Arthropoda,Arachnida,Sarcoptiformes,,,,,,,,,,Order,,,,,,,,
69,ASV_1666,Sarcoptiformes,Eukaryota,Arthropoda,Arachnida,Sarcoptiformes,,,,,,,,,,Order,,,,,,,,
70,ASV_434,Sarcoptiformes,Eukaryota,Arthropoda,Arachnida,Sarcoptiformes,,,,,,,,,,Order,,,,,,,,
339,ASV_114,Thysanoptera,Eukaryota,Arthropoda,Insecta,Thysanoptera,,,,,,,,,,Order,,,,,,,,
341,ASV_1282,Thysanoptera,Eukaryota,Arthropoda,Insecta,Thysanoptera,,,,,,,,,,Order,,,,,,,,
340,ASV_437,Thysanoptera,Eukaryota,Arthropoda,Insecta,Thysanoptera,,,,,,,,,,Order,,,,,,,,
74,ASV_886,Trombidiformes,Eukaryota,Arthropoda,Arachnida,Trombidiformes,,,,,,,,,,Order,,,,,,,,
67,ASV_1108,Arachnida,Eukaryota,Arthropoda,Arachnida,,,,,,,,,,,Class,,,,,,,,
64,ASV_193,Arachnida,Eukaryota,Arthropoda,Arachnida,,,,,,,,,,,Class,,,,,,,,
65,ASV_265,Arachnida,Eukaryota,Arthropoda,Arachnida,,,,,,,,,,,Class,,,,,,,,
66,ASV_269,Arachnida,Eukaryota,Arthropoda,Arachnida,,,,,,,,,,,Class,,,,,,,,
377,ASV_1273,Bdelloidea,Eukaryota,Rotifera,Bdelloidea,,,,,,,,,,,Class,,,,,,,,
378,ASV_1485,Bdelloidea,Eukaryota,Rotifera,Bdelloidea,,,,,,,,,,,Class,,,,,,,,
376,ASV_640,Bdelloidea,Eukaryota,Rotifera,Bdelloidea,,,,,,,,,,,Class,,,,,,,,
161,ASV_121,Chilopoda,Eukaryota,Arthropoda,Chilopoda,,,,,,,,,,,Class,,,,,,,,
162,ASV_135,Chilopoda,Eukaryota,Arthropoda,Chilopoda,,,,,,,,,,,Class,,,,,,,,
163,ASV_136,Chilopoda,Eukaryota,Arthropoda,Chilopoda,,,,,,,,,,,Class,,,,,,,,
164,ASV_143,Chilopoda,Eukaryota,Arthropoda,Chilopoda,,,,,,,,,,,Class,,,,,,,,
167,ASV_1617,Chilopoda,Eukaryota,Arthropoda,Chilopoda,,,,,,,,,,,Class,,,,,,,,
165,ASV_250,Chilopoda,Eukaryota,Arthropoda,Chilopoda,,,,,,,,,,,Class,,,,,,,,
166,ASV_555,Chilopoda,Eukaryota,Arthropoda,Chilopoda,,,,,,,,,,,Class,,,,,,,,
160,ASV_77,Chilopoda,Eukaryota,Arthropoda,Chilopoda,,,,,,,,,,,Class,,,,,,,,
30,ASV_1251,Chromadorea,Eukaryota,Nematoda,Chromadorea,,,,,,,,,,,Class,,,,,,,,
240,ASV_1431,Collembola,Eukaryota,Arthropoda,Collembola,,,,,,,,,,,Class,,,,,,,,
236,ASV_281,Collembola,Eukaryota,Arthropoda,Collembola,,,,,,,,,,,Class,,,,,,,,
237,ASV_351,Collembola,Eukaryota,Arthropoda,Collembola,,,,,,,,,,,Class,,,,,,,,
238,ASV_802,Collembola,Eukaryota,Arthropoda,Collembola,,,,,,,,,,,Class,,,,,,,,
239,ASV_895,Collembola,Eukaryota,Arthropoda,Collembola,,,,,,,,,,,Class,,,,,,,,
295,ASV_1036,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
276,ASV_1053,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
330,ASV_1080,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
277,ASV_1114,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
254,ASV_1128,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
278,ASV_1163,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
279,ASV_1176,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
512,ASV_127,Eukaryota,Eukaryota,Arthropoda,Insecta,,,,,Insecta,,,,,Psocodea,Class,,,,,,,,
531,ASV_1350,Eukaryota,Eukaryota,Arthropoda,Insecta,,,,,Insecta,,,,,Psocodea,Class,,,,,,,,
255,ASV_1396,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
280,ASV_1398,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
281,ASV_1408,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
429,ASV_147,Insecta,Eukaryota,Arthropoda,Insecta,,,,,Insecta,,,,,Psocodea,Class,,,,,,,,
296,ASV_1594,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
297,ASV_1596,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
298,ASV_1650,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
260,ASV_167,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
261,ASV_168,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
299,ASV_1686,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
256,ASV_1687,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
300,ASV_1715,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
282,ASV_1723,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
285,ASV_174,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
262,ASV_185,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
263,ASV_189,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
286,ASV_199,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
243,ASV_20,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
264,ASV_200,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
287,ASV_210,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
265,ASV_231,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
266,ASV_232,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
267,ASV_266,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
257,ASV_27,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
244,ASV_272,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
288,ASV_280,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
268,ASV_300,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
245,ASV_302,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
269,ASV_337,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
246,ASV_360,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
270,ASV_399,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
247,ASV_405,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
271,ASV_408,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
289,ASV_457,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
290,ASV_459,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
248,ASV_492,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
291,ASV_546,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
292,ASV_567,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
272,ASV_574,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
273,ASV_591,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
274,ASV_610,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
249,ASV_613,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
250,ASV_624,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
251,ASV_629,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
430,ASV_639,Insecta,Eukaryota,Arthropoda,Insecta,,,,,Insecta,,,,,Psocodea,Class,,,,,,,,
293,ASV_680,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
252,ASV_689,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
258,ASV_69,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
283,ASV_76,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
253,ASV_800,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
294,ASV_873,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
284,ASV_88,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
275,ASV_959,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
259,ASV_99,Insecta,Eukaryota,Arthropoda,Insecta,,,,,,,,,,,Class,,,,,,,,
48,ASV_1045,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
49,ASV_1052,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
50,ASV_1065,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
51,ASV_1099,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
52,ASV_1109,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
53,ASV_1110,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
54,ASV_1162,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
151,ASV_12,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
55,ASV_1383,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
56,ASV_1386,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
57,ASV_1389,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
58,ASV_1392,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
59,ASV_1395,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
60,ASV_1405,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
34,ASV_144,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
61,ASV_1487,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
62,ASV_1503,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
153,ASV_157,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
159,ASV_1658,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
63,ASV_1729,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
154,ASV_176,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
155,ASV_207,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
35,ASV_215,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
156,ASV_228,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
36,ASV_273,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
157,ASV_275,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
37,ASV_285,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
38,ASV_296,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
32,ASV_30,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
230,ASV_350,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
39,ASV_376,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
33,ASV_45,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
235,ASV_470,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
40,ASV_476,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
152,ASV_74,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
41,ASV_750,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
42,ASV_762,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
43,ASV_816,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
44,ASV_864,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
45,ASV_887,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
46,ASV_915,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
47,ASV_934,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
158,ASV_955,Arthropoda,Eukaryota,Arthropoda,,,,,,,,,,,,Phylum,,,,,,,,
28,ASV_1210,Eukaryota,Eukaryota,,,,,,,,,,,,,Domain,,,,,,,,
3,ASV_1225,Eukaryota,Eukaryota,,,,,,,,,,,,,Domain,,,,,,,,
29,ASV_1447,Eukaryota,Eukaryota,,,,,,,,,,,,,Domain,,,,,,,,
4,ASV_1499,Eukaryota,Eukaryota,,,,,,,,,,,,,Domain,,,,,,,,
5,ASV_1505,Eukaryota,Eukaryota,,,,,,,,,,,,,Domain,,,,,,,,
1,ASV_223,Eukaryota,Eukaryota,,,,,,,,,,,,,Domain,,,,,,,,
25,ASV_310,Eukaryota,Eukaryota,,,,,,,,,,,,,Domain,,,,,,,,
26,ASV_801,Eukaryota,Eukaryota,,,,,,,,,,,,,Domain,,,,,,,,
27,ASV_849,Eukaryota,Eukaryota,,,,,,,,,,,,,Domain,,,,,,,,
2,ASV_952,Eukaryota,Eukaryota,,,,,,,,,,,,,Domain,,,,,,,,
